,postcode,X-koordinaatti metrein�,Y-koordinaatti metrein�,Postinumeroalueen pinta-ala,"Asukkaat yhteens�, 2017 (HE)"
2913,97970,554741,7302580,74218179,67
2914,97980,542958,7309848,201011172,128
2915,97999,388689,7544430,121827263,0
2916,98100,498949,7403908,1687821902,2553
2917,98120,516860,7400818,9617891,1755
2918,98230,515874,7374745,236028153,184
2919,98310,512802,7405047,65736751,525
2920,98350,511579,7422605,214889156,139
2921,98360,520274,7431859,86976408,141
2922,98400,530946,7397631,210037376,629
2923,98420,531130,7379780,221993173,124
2924,98440,522766,7399767,17687468,808
2925,98450,527840,7416866,390432148,261
2926,98500,529021,7443976,476728634,501
2927,98510,521870,7437538,22360098,49
2928,98530,503763,7435835,352815045,224
2929,98550,508755,7449590,145921627,21
2930,98560,518548,7453606,61869121,88
2931,98570,510637,7465607,334121668,28
2932,98580,523462,7461323,133390785,34
2933,98600,551729,7405257,535669596,246
2934,98620,542288,7423727,86948182,62
2935,98630,544576,7436100,286544930,72
2936,98660,561462,7411195,148056826,120
2937,98710,541655,7399632,157213457,97
2938,98720,546301,7384370,331951248,90
2939,98760,568388,7384588,185849810,65
2940,98770,578045,7381419,144343618,42
2941,98780,567379,7370493,124202071,80
2942,98790,556042,7376279,200451287,38
2943,98800,552948,7467195,510338177,513
2944,98810,540348,7458452,258020583,35
2945,98820,540820,7494841,543088298,48
2946,98830,574387,7520441,3820261383,151
2947,98840,561944,7503300,201172323,9
2948,98850,560753,7454269,225337413,130
2949,98900,567335,7422184,947177529,2144
2950,98920,584344,7422363,225124605,158
2951,98930,586566,7439580,146090341,96
2952,98950,574222,7446815,360398014,136
2953,98960,601333,7484756,2321851903,49
2954,98970,589602,7404544,178369866,73
2955,98980,589176,7393079,330095316,33
2956,98995,595945,7379138,447569625,231
2957,99100,410067,7507417,817626680,2764
2958,99110,413391,7485671,429294475,334
2959,99120,392911,7483623,497770353,133
2960,99130,400204,7526455,525146198,1163
2961,99135,382076,7537642,42584796,23
2962,99140,412076,7538997,193687071,215
2963,99150,400990,7548811,310247047,93
2964,99160,411465,7557299,199778093,61
2965,99170,410718,7570559,460850308,23
2966,99180,416544,7528780,53624262,51
2967,99190,426672,7547186,472723448,39
2968,99195,448909,7563031,669223702,10
2969,99230,435377,7511119,140145948,44
2970,99240,425249,7521752,119322875,28
2971,99250,445367,7530665,1023093847,77
2972,99270,422875,7495146,103185215,37
2973,99280,444826,7501624,173207279,72
2974,99290,436515,7488356,361326548,85
2975,99300,370849,7537100,1313850445,1811
2976,99310,357568,7558543,213084256,145
2977,99320,350304,7565514,128253686,119
2978,99330,376672,7550146,44393653,1
2979,99340,386323,7563389,386970257,141
2980,99360,358063,7521744,219789346,140
2981,99400,359114,7585463,616596449,725
2982,99410,380244,7601465,264761927,108
2983,99420,386866,7592301,820871302,160
2984,99430,408796,7600926,942251790,79
2985,99440,360252,7613910,1415451242,134
2986,99450,340548,7580741,229007735,102
2987,99460,331823,7604199,348820681,59
2988,99470,300597,7634651,2363147865,272
2989,99490,271823,7670826,1436321250,163
2990,99510,470565,7438183,275605207,68
2991,99520,467179,7450979,78904412,27
2992,99530,484875,7439130,190988958,75
2993,99540,480019,7454956,293609327,150
2994,99550,488081,7461618,133454600,77
2995,99555,496317,7451473,180891748,92
2996,99560,495865,7469722,202708622,271
2997,99600,481820,7525393,2334188264,5472
2998,99610,493021,7483082,31295299,40
2999,99620,502779,7484237,284713436,233
3000,99640,524422,7484638,695780932,87
3001,99645,535763,7526202,1186202822,77
3002,99650,483174,7489277,45500029,290
3003,99655,467314,7506085,767051824,112
3004,99660,486791,7495790,34890319,41
3005,99665,509609,7508799,590041815,36
3006,99670,485456,7512000,248158788,31
3007,99690,516614,7561387,2810521623,262
3008,99695,506968,7562455,28466891,3
3009,99710,462940,7479209,261104271,312
3010,99720,459762,7467098,407337784,177
3011,99740,454040,7462888,83471430,158
3012,99750,449046,7460043,82448873,55
3013,99760,444813,7455107,36648366,27
3014,99770,454818,7490203,251827682,116
3015,99800,505615,7619972,8182375690,4673
3016,99830,516307,7587190,519123785,367
3017,99860,559577,7660259,1686444524,137
3018,99870,478317,7648331,3377206004,1118
3019,99885,458823,7619377,612413472,51
3020,99910,503362,7678497,1787605274,168
3021,99930,552648,7721311,1512888391,107
3022,99940,582343,7710267,347045774,22
3023,99950,471402,7701545,1800546754,303
3024,99980,502680,7734902,2858974858,689
3025,99990,536020,7755327,774353149,225
